"product_id","product_release_id","product_name","roaster_id","product_created_at","release_created_at","roaster_tasting_notes_string","roaster_description"
410,412,Two Wheel Espresso,63,2018-10-03 02:39:18.504,2018-10-03 02:39:19.716,"Sweet, balanced, smooth",
411,413,Las Sonajas,62,2018-10-03 14:18:00.434,2018-10-03 14:18:00.985,"Yellow Nectarine, Candied Orange Peel, Milk Chocolate

",
412,414,Pedro Moreno ,62,2018-10-03 14:23:58.880,2018-10-03 14:23:59.399,"Baked Peaches, Marshmallow, Cinnamon",
413,415,Hunapu Espresso,63,2018-10-04 01:00:58.626,2018-10-04 01:00:59.337,"Apple, date sugar, caramel",
414,1654,Tipping Point,63,2018-10-04 01:13:52.799,2019-05-29 14:31:22.499,"Dark Chocolate, Mixed Nuts, Smooth",
414,416,Tipping Point,63,2018-10-04 01:13:52.799,2018-10-04 01:13:53.648,"Dark Chocolate, Mixed Nuts, Smooth",
415,417,Buena Vista,63,2018-10-04 02:00:29.338,2018-10-04 02:00:30.116,"Pear, Orchard Fruit, Caramel",
416,418,Pulcal,63,2018-10-04 02:05:47.974,2018-10-04 02:05:48.834,"Plum, Winey, Cherry",
417,419,Myin Dwin,63,2018-10-04 02:17:41.901,2018-10-04 02:17:42.980,"Peach, Raspberry, Sweet, Juicy, Dark Chocolate, Almond",
418,420,Anonos,63,2018-10-04 02:28:09.614,2018-10-04 02:28:10.916,"Fig, Plum, Honey",
419,421,Colombia Las Mercedes,4,2018-10-05 01:30:18.998,2018-10-05 01:30:19.815,"Plum, blackberry, velvety",
420,422,El Salvador San José,4,2018-10-05 01:57:21.982,2018-10-05 01:57:22.685,"Juicy, red grapes, nougat",
421,423,Kerinci Honey,62,2018-10-05 12:46:29.076,2018-10-05 12:46:29.629,"Tangerine, Fuji Apple, Earthy",
422,424,Konga,62,2018-10-05 12:53:24.785,2018-10-05 12:53:25.410,"Tropical Fruit, Pink Lemonade, Juicy",
423,425,Ethiopia Hallo Fuafate,4,2018-10-06 20:16:43.258,2018-10-06 20:16:44.183,"Floral, nectarine, white tea",
424,426,Honduras El Ocotillo,4,2018-10-06 20:54:56.538,2018-10-06 20:54:57.269,"Pear, green tea, buckwheat honey",
425,427,Kenya Kiangoi AA,4,2018-10-07 02:46:23.603,2018-10-07 02:46:24.386,"Rhubarb, vanilla, and black currant ",
426,428,Kenya Kiri AB,4,2018-10-07 02:55:32.767,2018-10-07 02:55:33.501,"Red currants, red apples and grapes",
427,429,Longitude 123° W Blend,4,2018-10-07 03:00:26.578,2018-10-07 03:00:27.632,"Dried Fruits, Nuts, Sweet",
428,430,Organic French Roast,4,2018-10-07 03:02:55.585,2018-10-07 03:02:56.382,"Dutch Cocoa, spiced",
429,431,Pawa,64,2018-10-07 03:09:07.439,2018-10-07 03:09:10.828,"Molasses, Preserved Peach, Tea ",
430,432,Ethiopia Kayon Mountain,4,2018-10-07 03:10:18.757,2018-10-07 03:10:19.549,"Floral, meyer lemon, creamy",
431,433,Zen Decaf,64,2018-10-07 03:16:22.755,2018-10-07 03:16:23.399,"Almonds, citrus, honey",
431,4474,Zen Decaf,64,2018-10-07 03:16:22.755,2020-05-25 02:04:38.902,"BLEUETS, FUDGE, MACADAM",
432,434,Honduras La Bendición,4,2018-10-07 03:17:02.625,2018-10-07 03:17:03.380,"Buttery, watermelon and coconut",
433,435,Blue Sky Espresso,4,2018-10-07 03:19:18.684,2018-10-07 03:19:19.498,"Low acidity, bitter chocolate, molasses ",
434,436,Mizumi,64,2018-10-07 03:27:14.337,2018-10-07 03:27:14.999,"Dark chocolate, blackcurrant",
435,1282,Decaf Colombia Magdalena Espresso,4,2018-10-07 03:29:50.798,2019-03-20 00:46:51.029,RAISIN // ALMOND // PINEAPPLE,
435,437,Decaf Colombia Magdalena Espresso,4,2018-10-07 03:29:50.798,2018-10-07 03:29:51.548,"Raisin, almond, pineapple",
436,438,Decaf Swiss Water Process,4,2018-10-07 03:32:20.823,2018-10-07 03:32:21.663,"Nuts, cocoa, caramel",
436,1564,Decaf Swiss Water Process,4,2018-10-07 03:32:20.823,2019-05-06 18:38:06.974,"Great as both a filter, and an espresso, the cup profile is sweet, and subtle with flavours of cocoa, and caramel.
ROUND // CARAMEL // COCOA",
437,439,Kita,64,2018-10-07 03:36:54.716,2018-10-07 03:36:55.326,"Apricot, kaffir lime, melon, cinnamon",
438,440,Guido,37,2018-10-07 03:49:44.899,2018-10-07 03:49:45.329,"Speculaas, tangerine, pannetone, smooth",
439,441,PIkapika,64,2018-10-07 03:53:26.570,2018-10-07 03:53:27.316,"Tropical fruits, nectarine, soda lime",
440,442,Santa Lucia Costa Rica,2,2018-10-07 03:59:34.202,2018-10-07 03:59:34.817," Pineapple, sponge Toffee, nougat",
440,4682,Santa Lucia Costa Rica,2,2018-10-07 03:59:34.202,2020-06-29 18:01:43.178,"Raspberry, Chocolate and Toasted Almond",
440,2244,Santa Lucia Costa Rica,2,2018-10-07 03:59:34.202,2019-08-15 16:18:49.036,"Honey, Raspberry, Orange Zest",
441,443,Los Idolos Decaf,34,2018-10-07 04:04:53.545,2018-10-07 04:04:54.313,"Chocolate, caramel au beurre, orange",
442,444,Guatemala Nueva Armenia,65,2018-10-07 04:11:07.655,2018-10-07 04:11:09.113,"Pear, Chocolate, Butterscotch",
443,445,Konga Sede,34,2018-10-07 04:13:04.680,2018-10-07 04:13:05.516,"Apricot, orange blossom, black tea",
444,446,Honduras La Paz,65,2018-10-07 04:17:46.216,2018-10-07 04:17:47.860,"Toffee, Chocolate, Key Lime Pie",
445,447,Sonia Imbachi Filter,51,2018-10-07 04:18:20.870,2018-10-07 04:18:21.398,"Red apple, raspberry, date",
446,448,Ethiopia Akmel Nuri,65,2018-10-07 04:22:17.763,2018-10-07 04:22:20.647,"Blueberry, Sweet Pear, Jasmine",
447,449,Ethiopia Layo Taraga,65,2018-10-07 04:26:24.058,2018-10-07 04:26:26.647,"Peach, Watermelon Candy, Floral",
448,450,Getuya AA,51,2018-10-07 04:28:31.993,2018-10-07 04:28:32.908,"Pomegranate, apple, blackberry",
449,451,Sonia Imbachi Espresso,51,2018-10-07 04:31:33.680,2018-10-07 04:31:34.274,"Red apple, raspberry, date",
450,1869,#BLM Heart Eyes,65,2018-10-07 04:38:32.115,2019-07-15 16:59:50.652,"Chocolate, nut, berries",
450,452,#BLM Heart Eyes,65,2018-10-07 04:38:32.115,2018-10-07 04:38:34.512,"Chocolate, Nut and Berries ",
450,1194,#BLM Heart Eyes,65,2018-10-07 04:38:32.115,2019-02-27 15:48:58.737,"chocolate, nut, berries",
450,4658,#BLM Heart Eyes,65,2018-10-07 04:38:32.115,2020-06-17 18:46:47.721,"chocolate, nuts, berries",
451,453,Daddy Issues,51,2018-10-07 04:44:09.972,2018-10-07 04:44:10.956,"Bright, fruity",
452,455,Aricha Natural,30,2018-10-07 14:23:12.403,2018-10-07 14:23:12.918,"Strawberry, white grape, honey, shortbread, cocoa",
453,456,Nubia Manchabajoy,30,2018-10-07 14:29:52.701,2018-10-07 14:29:53.315,"Raisin, strawberry, brown sugar, spice, delicate, syrupy",
454,457,Doroteo Gomez,30,2018-10-07 14:41:20.662,2018-10-07 14:41:21.278,"Apple, spice, caramel, raisin, syrupy, complex",
455,458,CM Jasper Lot 0818,53,2018-10-07 15:34:12.407,2018-10-07 15:34:13.333,"Muscato Grapes, Berries, Pineapple, Bubblegum",
456,4690,Un Regalo De Dio Pacamara,53,2018-10-07 15:45:02.152,2020-07-30 14:26:08.444,"Jasmine, Dry Apricot, White Tea",
456,459,Un Regalo De Dio Pacamara,53,2018-10-07 15:45:02.152,2018-10-07 15:45:04.019,"Vanilla, milk chocolate, black tea",
457,460,La Esperanza,53,2018-10-07 15:47:35.414,2018-10-07 15:47:40.144,"Rose, stone fruit, black tea, walnut",
458,461,Lo Prometido,53,2018-10-07 15:50:14.633,2018-10-07 15:50:16.741,"Floral, passion fruit, coconut, toffee",
458,4691,Lo Prometido,53,2018-10-07 15:50:14.633,2020-07-30 14:28:04.820,"Guava, Passion Fruit, Winey Finish",
459,462,Arbeten,53,2018-10-07 15:53:12.526,2018-10-07 15:53:13.376,"Sweet Caramel, Dark Chocolate, with hints of Hazelnut, Almond and Vanilla",
460,611,Gamma,53,2018-10-07 15:54:39.954,2018-10-25 03:17:27.516,"Caramel, dark chocolate and full bodied",
460,463,Gamma,53,2018-10-07 15:54:39.954,2018-10-07 15:54:40.809,"Dark Chocolate, Spicy, Full Body",
460,4720,Gamma,53,2018-10-07 15:54:39.954,2020-10-21 14:59:01.274,"Floral, Citrus, Caramel, Dark Chocolate",
460,2005,Gamma,53,2018-10-07 15:54:39.954,2019-07-25 17:23:19.074,"Caramel, dark chocolate, full body",
461,464,Ethiopia Layo Teraga Filter,21,2018-10-07 17:09:16.821,2018-10-07 17:09:17.993,"Pomegranate, honey, orange blossom",
462,465,Ethiopia Layo Teraga Espresso,21,2018-10-07 17:11:29.759,2018-10-07 17:11:32.609,"Pomegranate, honey, orange blossom",
463,466,Costa Rica Tarrazu Filter,21,2018-10-07 17:27:37.089,2018-10-07 17:27:38.739,"Plum, butterscotch, dark chocolate",
464,467,Costa Rica Tarrazu Espresso,21,2018-10-07 17:29:12.577,2018-10-07 17:29:13.905,"Plum, butterscotch, dark chocolate",
465,468,Colombia Los Idolos Decaf,21,2018-10-07 17:39:36.580,2018-10-07 17:39:37.493,"Milk chocolate, blackberry, honeysuckle",
466,469,Kiandu AA,23,2018-10-08 12:35:40.898,2018-10-08 12:35:41.594,"Hard candy, tropical fruits, citrus",
467,470,Nyeri Gatugi Peaberry,25,2018-10-09 23:28:16.586,2018-10-09 23:28:17.505,Blueberry and Crème Brulée,
467,2252,Nyeri Gatugi Peaberry,25,2018-10-09 23:28:16.586,2019-08-19 16:48:14.438,"Tangy, blueberry, creme brulee",
468,471,Nyeri Ichamama,25,2018-10-09 23:33:08.184,2018-10-09 23:33:09.299,"Raspberry Jam, Orange with cloves and Caramalized balance",
469,472,Guji Shakiso Sewana,25,2018-10-09 23:37:30.798,2018-10-09 23:37:31.899,"Jasmine, Honey and Fruity",
470,473,Kenya Gatuyaini ,1,2018-10-09 23:49:24.602,2018-10-09 23:49:25.167,"Blackcurrant, Plum and Caramel",
471,474,"Honduras, Margarito Herrera Pacas",1,2018-10-09 23:54:43.655,2018-10-09 23:54:44.169,"Plum, Tropical and Cola",
472,475,Hartmann Natural Geisha - Lot. 1,1,2018-10-09 23:58:25.990,2018-10-09 23:58:26.496,"Tangerine, Floral and Strawberry",
473,1743,Ader Recinos,23,2018-10-10 12:36:21.358,2019-06-28 20:44:55.571,"lemon meringue, honeydew, concord grape",
473,476,Ader Recinos,23,2018-10-10 12:36:21.358,2018-10-10 12:36:22.195,"Honeydew, caramel, pecan",
474,478,Gedeb,23,2018-10-10 12:52:50.094,2018-10-10 12:52:50.933,"Blueberry, rose water, earl grey",
475,479,Guji Uraga Samii,24,2018-10-10 12:59:31.045,2018-10-10 12:59:31.415,"Bergamote, Starfruit and White flowers
",
475,3527,Guji Uraga Samii,24,2018-10-10 12:59:31.045,2019-12-02 17:23:24.183,"Meyer Lemon, Passion Fruit and Black Tea
",
476,480,Ndundu,49,2018-10-10 13:11:08.346,2018-10-10 13:11:08.752,"Meyer Lemon, Mango and Gummy Bears",
478,482,Los Gigantes,49,2018-10-10 13:16:46.688,2018-10-10 13:16:47.196,"Meyer Lemon, Cranberry and Dark Chocolate

",
478,2438,Los Gigantes,49,2018-10-10 13:16:46.688,2019-09-09 01:50:45.598,"Meyer lemon, cranberry, dark chocolate",
479,483,Javier Gonzales Microlot,49,2018-10-10 13:22:33.995,2018-10-10 13:22:34.425,"Mango, Melon and Shortbread",
480,484,Monte Albán,49,2018-10-10 13:32:06.520,2018-10-10 13:32:07.023,"Passionfruit, Lime Zest and Crème Brûlée",
481,485,Santa Gema,23,2018-10-10 13:48:39.937,2018-10-10 13:48:40.582,"Caramel, graham cracker, honey",
482,486,Gedeb Espresso,23,2018-10-10 13:53:56.209,2018-10-10 13:53:59.476,"Orange pekoe, turbinado sugar, tangerine",
483,487,Funcrusher Plus,23,2018-10-10 13:55:25.375,2018-10-10 13:55:27.341,Chocolate.,
484,489,Street 66,23,2018-10-10 13:58:58.929,2018-10-10 13:58:59.895,"Vibrant, floral and fruit forward",
485,490,Las Capucas Decaf,23,2018-10-10 14:04:30.001,2018-10-10 14:04:30.946,"Toffee, cherry, chocolate",
485,2272,Las Capucas Decaf,23,2018-10-10 14:04:30.001,2019-08-22 16:44:27.023,"baker's chocolate, stone fruit, brown sugar",
486,491,Cachoeira De Grama,67,2018-10-10 14:14:12.968,2018-10-10 14:14:15.133,"Candied fruit, dry, cocoa",
487,492,La Madrugada Signature Dark Roast,67,2018-10-10 14:18:47.064,2018-10-10 14:18:49.707,"Dark chocolate, caramel",
487,4520,La Madrugada Signature Dark Roast,67,2018-10-10 14:18:47.064,2020-05-26 18:55:50.281,"La Madrugada is roasted to emphasize dark chocolate, low acid, and caramelized sugars in the cup with a lasting finish",
488,4519,The Underdog Espresso,67,2018-10-10 14:20:26.945,2020-05-26 18:52:41.336,"Chocolate, Caramel, Malt",
488,493,The Underdog Espresso,67,2018-10-10 14:20:26.945,2018-10-10 14:20:29.612,"Sweet, syrupy, balanced",
489,494,Canario Cachoeira,67,2018-10-10 14:24:04.082,2018-10-10 14:24:05.132,"Pecan, melon, caramel",
490,495,El Cipres,67,2018-10-10 14:35:25.319,2018-10-10 14:35:26.305,"Plum, wine, toffee",
491,496,Mogiana Eagle Decaf,67,2018-10-10 14:38:33.395,2018-10-10 14:38:37.883,"Cocoa, raisin, caramel",
492,497,Chicas Fantasticas,67,2018-10-10 14:46:02.404,2018-10-10 14:46:03.394,"Sweet, caramel, vanilla, balanced",
493,499,Southern Weather,42,2018-10-11 02:33:20.970,2018-10-11 02:33:21.951,"Milk chocolate, plum, candied walnuts, juicy & citrus finish",
494,500,Geometry,42,2018-10-11 02:40:30.132,2018-10-11 02:40:31.020,"Blueberry, sweet lemon, black tea, honey, silky & round",
495,501,Monarch,42,2018-10-11 02:56:43.483,2018-10-11 02:56:44.415,"Dark chocolate, molasses, dried berries, red wine, thick & syrupy",
496,502,Decaf Colombia Medellín,42,2018-10-12 22:23:04.917,2018-10-12 22:23:08.712,"Apple, chocolate, pecan, sweet cream",
497,503,Cold Brew,42,2018-10-12 23:06:40.110,2018-10-12 23:06:40.872,"Cocoa, dates, brown sugar, stone fruit, creamy",
498,504,Ethiopia Chelbesa,42,2018-10-12 23:15:01.621,2018-10-12 23:15:02.576,"Vanilla, bergamot, floral, fresh berries",
499,2786,El Salvador Santa Rosa Honey,42,2018-10-12 23:19:12.493,2019-10-04 20:09:48.846,"ROSE, RASPBERRY TEA, DATES, JAM",
499,505,El Salvador Santa Rosa Honey,42,2018-10-12 23:19:12.493,2018-10-12 23:19:13.285,"Apple nectar, maple, cranberry, juicy",
500,2788,El Salvador Santa Rosa Washed,42,2018-10-12 23:21:46.970,2019-10-04 20:16:08.694,"GREEN GRAPE, PECAN, STRAWBERRY, SUGAR CANE",
500,506,El Salvador Santa Rosa Washed,42,2018-10-12 23:21:46.970,2018-10-12 23:21:47.831,"Blood orange, pecan, red apple, chocolate",
501,507,Layo Taraga,68,2018-10-13 02:04:04.914,2018-10-13 02:04:08.114,"Peach, jasmine, complex",
502,508,El Mirador,68,2018-10-13 02:20:37.374,2018-10-13 02:20:38.949,"Plum, stone fruit, vibrant",
503,3147,Volcan Azul,68,2018-10-13 02:32:45.443,2019-10-31 18:44:01.507,"Dried Fig, Vanilla and Intense",
503,509,Volcan Azul,68,2018-10-13 02:32:45.443,2018-10-13 02:32:46.759,"Papaya, pineapple, pomegranate, milk chocolate, lively",
504,510,Ashenafi Hailie,68,2018-10-13 02:43:08.675,2018-10-13 02:43:09.506,"Blueberry, candied ginger, violets",
505,511,Mbokam AA,68,2018-10-13 02:53:02.936,2018-10-13 02:53:04.088,"Rose, raspberry, currants, hibiscus",
505,3145,Mbokam AA,68,2018-10-13 02:53:02.936,2019-10-31 18:38:01.696,"Plum, Rose and Deep ",
506,3618,La Bandera,68,2018-10-13 02:58:13.020,2019-12-06 20:10:18.197,Strawberry. Macadamia. Creamy.,
506,512,La Bandera,68,2018-10-13 02:58:13.020,2018-10-13 02:58:13.845,"toffee, milk chocolate, fruity red berries and wild honey",
507,513,Himalaya,68,2018-10-13 03:03:49.074,2018-10-13 03:03:50.369,"Toffee, strawberry and tropical fruits",
508,514,Wolichu Wachu,68,2018-10-13 03:10:05.178,2018-10-13 03:10:06.986,"Nectarine, black tea, bergamot and caramel",
509,515,Santa Clara,68,2018-10-13 03:17:23.572,2018-10-13 03:17:24.762,"Tropical fruits, guava and starfruit",
509,2227,Santa Clara,68,2018-10-13 03:17:23.572,2019-08-12 20:50:42.988,"Guava, Almond and Velvety ",
510,516,Ivory AB,68,2018-10-13 03:20:46.177,2018-10-13 03:20:48.555,"Blackberry, hibisus and sweet",
510,1920,Ivory AB,68,2018-10-13 03:20:46.177,2019-07-18 16:29:08.315,"Blackberry, Hibiscus and Rich
",
511,517,Wolichu Wachu Natural,68,2018-10-13 03:24:30.421,2018-10-13 03:24:33.382,"Bergamot, black tea and strawberry jam",
512,518,Ethiopia Bale Mountain,10,2018-10-13 03:36:06.463,2018-10-13 03:36:06.685,"Tropical fruit, citrus, floral",
513,519,Guatemala Hunapu,10,2018-10-13 03:39:25.853,2018-10-13 03:39:26.214,"Brown sugar, red apple and grape",
514,520,Kenya Gaturiri AA,10,2018-10-13 03:46:21.441,2018-10-13 03:46:21.656,,
515,521,Sugar Cane Decaf ,18,2018-10-15 04:56:38.607,2018-10-15 04:56:39.833,"Stone fruit, baking spices, floral",
516,523,Ethiopia Guji,69,2018-10-17 13:41:13.727,2018-10-17 13:41:14.002,"Mandarin, Dried Apricot and White Tea",
517,524,Organic Peru,69,2018-10-17 13:45:43.771,2018-10-17 13:45:43.966,"Lychee, Toffee, Rasberry and Orange",
518,525,Ecuador Sidra,69,2018-10-17 13:50:19.049,2018-10-17 13:50:19.317,"Peach, Pineapple, Guava and Caramelized Sugar",
519,526,Kenya Gatuyaini Espresso,1,2018-10-17 13:54:34.604,2018-10-17 13:54:35.413,"Grapefruit, brown sugar, cherry",
520,527,OG Blend,69,2018-10-17 13:57:49.390,2018-10-17 13:57:49.591,"Green Dates, Red Apples, Cranberry and Milk Chocolate",
521,529,Colombia Fidel Lopez,21,2018-10-17 14:12:52.512,2018-10-17 14:12:54.154,"Fruit punch, tangerine, brown sugar",
522,530,Colombia Fidel Lopez Espresso,21,2018-10-17 14:14:35.568,2018-10-17 14:14:38.199,"Fruit punch, tangerine, brown sugar",
523,531,Lactic Gesha lot 125,63,2018-10-17 14:41:47.571,2018-10-17 14:41:48.462,"Winey acidity, complex citrus tones, raspberry and a mouthfeel like no other coffee you've had before",
524,532,Natural Gesha lot 124,63,2018-10-17 14:45:35.393,2018-10-17 14:45:36.585,"Strawberry, apricot, watermelon and syrupy.",
525,533,Natural Sidra lot 129,63,2018-10-17 14:49:38.020,2018-10-17 14:49:41.482,"Candied citrus, green grape, floral, sweet and creamy",
526,534,Catalan de las Mercedes,17,2018-10-17 14:56:49.290,2018-10-17 14:56:54.144,"Orange blossom, vanilla, silky",
527,535,José Landaverde,16,2018-10-17 15:04:47.917,2018-10-17 15:04:49.738,Caramelized apple,
528,536,Honduras Los Robles Espresso,4,2018-10-17 15:16:38.958,2018-10-17 15:16:39.967,"White grape, fig, buttery and round.",
529,538,Ader Recinos Espresso,23,2018-10-17 15:29:07.658,2018-10-17 15:29:08.132,"Honeydew, caramel, pecan",
529,1998,Ader Recinos Espresso,23,2018-10-17 15:29:07.658,2019-07-24 20:01:14.309,"lemon meringue, honeydew, concord grape",
530,539,Kenya Karimikui Peaberry,48,2018-10-17 15:42:48.484,2018-10-17 15:42:51.594,Blackberry gummies,
531,540,Guatemala ASPROCDEGUA,19,2018-10-17 15:52:43.640,2018-10-17 15:52:44.277,"Melon, red grape and chocolate cake",
532,541,Kenya Kabare,19,2018-10-17 16:00:03.466,2018-10-17 16:00:03.890,"Raspberry, cherry pie and yellow skittles",
533,543,Katia Duke Lot #11,19,2018-10-17 17:21:43.439,2018-10-17 17:21:46.095,"Brown sugar, chocolate and orange",
534,544,Katia Duke lot #8,19,2018-10-17 17:23:09.548,2018-10-17 17:23:11.215,,
535,545,Katia Duke lot #7,19,2018-10-17 17:24:26.723,2018-10-17 17:24:27.539,"Peach, honey and fresh fruits.",
536,546,Katia Duke lot #5,19,2018-10-17 17:26:10.392,2018-10-17 17:26:12.953,Berries and caramel.,
537,547,Ethiopia Nensebo Refisa,70,2018-10-19 13:06:17.395,2018-10-19 13:06:17.913,"Plum, Raspberry, Floral

",
538,548,Ethiopia Titiro Goya ,70,2018-10-19 13:19:17.381,2018-10-19 13:19:17.814,"Peach, Plum, Apricot


",
539,549,Guatemala Twi Ha,70,2018-10-19 13:48:46.275,2018-10-19 13:48:47.087,"Fruity, Blueberry

",
540,550,Worka Sakaro Espresso,50,2018-10-20 20:44:03.461,2018-10-20 20:44:03.669,"Apricot, lavender, seville orange",
541,551,Matalapa,50,2018-10-20 20:51:30.353,2018-10-20 20:51:30.667,"Raisin, honey, dark chocolate",
542,552,Pulcal Espresso Lot 13116,50,2018-10-20 21:00:02.250,2018-10-20 21:00:02.483,"Peach, molasses, cherry limeade",
543,553,Pulcal Lot 13113,50,2018-10-20 21:02:30.949,2018-10-20 21:02:31.235,"Milk chocolate, hazelnut, citrus",
544,554,La Minita,50,2018-10-20 21:09:03.596,2018-10-20 21:09:03.919,"White peach, maple syrup, orange",
545,555,Finca Volveras,50,2018-10-21 01:17:18.610,2018-10-21 01:17:18.842,"Black currant, honeydew, cola",
546,556,El Cairo Lot 00600,50,2018-10-21 01:23:55.983,2018-10-21 01:23:56.277,"Dark cherry, honey, apple",
547,557,Disco Marmalade,71,2018-10-21 01:34:00.645,2018-10-21 01:34:01.945,"Bright bergamot and sweet, like white grapes",
548,558,Lemon Tea Daydream,71,2018-10-21 01:43:51.167,2018-10-21 01:43:52.379,"Bright, with silky black tea and sweet lemon",
549,559,Juiceberry,71,2018-10-21 01:50:39.064,2018-10-21 01:50:39.957,Bursting with blackberry & raspberry,
550,560,Juicebox,71,2018-10-21 01:57:06.626,2018-10-21 01:57:07.544,"Juicy-sweet, with bright mango flavour",
551,561,Dreamy Tangerine Geisha,71,2018-10-21 02:00:46.680,2018-10-21 02:00:48.180,"Jasmine, Tangerine, and Honey.",
552,562,Ngugu-ini,2,2018-10-21 02:11:39.637,2018-10-21 02:11:40.215,"Floral, creamy, red berries and jam",
553,563,San Jose de Pedregal Espresso,50,2018-10-21 19:06:52.044,2018-10-21 19:06:52.262,"Cherry, grapefruit, dark chocolate",
554,564,Daterra,50,2018-10-21 19:13:22.313,2018-10-21 19:13:22.527,"Milk chocolate, blueberry, vanilla",
555,565,Daterra Calabria Espresso,50,2018-10-21 19:16:49.780,2018-10-21 19:16:50.072,"Bittersweet chocolate, walnut, cherry",
556,566,Daterra Espresso,50,2018-10-21 19:19:25.335,2018-10-21 19:19:25.545,"Chocolate, blueberry, hazelnut",
557,567,Alchemy Espresso,50,2018-10-21 19:38:01.860,2018-10-21 19:38:02.064,"Chocolate covered almonds, toffee, blood orange",
558,568,La Providencia Lot 09455,50,2018-10-21 19:46:16.341,2018-10-21 19:46:16.637,"Apple, honey, cherry",
559,569,Gesha Village,50,2018-10-21 23:58:50.641,2018-10-21 23:58:50.837,"Pomegranate, ginger, hazelnut

",
560,570,Finca Merino,50,2018-10-22 00:10:52.005,2018-10-22 00:10:52.213,"Apple, candied lime, brown sugar",
561,571,Alto Lagunillas Peru,50,2018-10-22 00:16:24.848,2018-10-22 00:16:25.146,"Passionfruit, white grape, anise",
562,572,Los Cantares Don Tito Gesha,50,2018-10-22 00:23:06.835,2018-10-22 00:23:07.086,"Bergamot, lemonade, jasmine",
563,573,Finca La Yumbada,50,2018-10-22 00:29:28.312,2018-10-22 00:29:28.698,"Cider, sugar cookie, cranberry",
564,574,El Cerro Cup of Excellence,50,2018-10-22 00:38:12.722,2018-10-22 00:38:12.944,"Pineapple, honey, mint",
565,575,Decaf Colombia,50,2018-10-22 00:43:03.338,2018-10-22 00:43:03.623,"Cherry, chocolate, raisin, lime",
566,576,Decaf Espresso,50,2018-10-22 00:45:20.677,2018-10-22 00:45:20.980,"Cherry, chocolate, raisin, maple",
567,577,Decaf Los Idolos,50,2018-10-22 00:53:08.739,2018-10-22 00:53:08.959,"Kiwi, blueberry, light caramel",
568,578,Tarrazu,50,2018-10-22 00:59:15.136,2018-10-22 00:59:15.482,"Almond nougat, milk chocolate, peach",
569,579,Tarrazu Espresso,50,2018-10-22 01:01:28.674,2018-10-22 01:01:28.965,"Chocolate, caramel, walnut",
570,580,Tarrazu French Roast,50,2018-10-22 01:03:44.552,2018-10-22 01:03:44.771,"Dark caramel, cola, walnut",
571,581,Tarrazu Vienna Roast,50,2018-10-22 01:05:38.469,2018-10-22 01:05:38.779,"Caramel, dark chocolate, walnut",
572,582,Continental Blend,50,2018-10-22 01:07:31.896,2018-10-22 01:07:32.200,"Caramel, dark chocolate, walnut",
573,583,Mamuto AA,50,2018-10-22 01:12:14.549,2018-10-22 01:12:14.870,"Blackberry, cherry, blood orange",
574,584,Guatemala Antonio Medina,72,2018-10-22 01:26:03.114,2018-10-22 01:26:04.142,"Peaches & honey, milk chocolate, jasmine",
575,585,Ethiopia Mokonisa,72,2018-10-22 01:37:54.673,2018-10-22 01:37:55.566,"Wild berries, brandy, syrupy body",
576,586,Burundi Kibingo,72,2018-10-22 01:44:20.431,2018-10-22 01:44:21.831,"Honey, berries & plum",
577,587,Colombia Amparo de Botina,72,2018-10-22 01:49:01.493,2018-10-22 01:49:02.430,"Dried fruit, caramelized banana, dark chocolate & brown sugar",
578,588,Kenya Kagumoini,72,2018-10-22 01:57:35.255,2018-10-22 01:57:36.283,"Bright lime acidity, tropical fruit notes",
579,589,Ethiopian Guji,72,2018-10-22 02:02:38.852,2018-10-22 02:02:39.716,"Clean citrus acidity, floral & tea-like aroma, vanilla aftertaste",
580,590,Panama Finca Santa Teresa,72,2018-10-22 02:13:38.835,2018-10-22 02:13:39.625,"Strawberry candy, rose and cocoa",
581,591,Colombia Jerico,72,2018-10-24 13:49:54.044,2018-10-24 13:49:54.735,"Milk Chocolate, Vanilla, Brown Sugar",
582,592,El Salvador Angel Mountain,72,2018-10-24 17:08:37.171,2018-10-24 17:08:37.735,"Citrus Fruit, Milk Chocolate, Graham Cracker",
583,593,Peru Norte Organic,72,2018-10-24 17:38:36.853,2018-10-24 17:38:37.425,"Nutty notes, Brown sugar sweetness, Chocolate finish",
584,594,Guatemalan Primavera Decaf,72,2018-10-24 17:52:26.500,2018-10-24 17:52:27.099,"Berry acidity, Long chocolate finish, Full creamy body",
585,595,Colombia Women Farmers of Pijao,72,2018-10-24 17:58:40.355,2018-10-24 17:58:41.091,"Caramel, butterscotch, toffee and toasted coconut.",
585,3383,Colombia Women Farmers of Pijao,72,2018-10-24 17:58:40.355,2019-11-20 16:02:39.209,"Caramel, butterscotch, toffee, toasted coconut",
586,596,Honduras Abelardo Reyes Microlot,72,2018-10-24 18:05:01.592,2018-10-24 18:05:02.211,"Semi-sweet chocolate, Raspberry, Caramel",
587,597,"3 Amigos Blend",72,2018-10-24 23:54:21.662,2018-10-24 23:54:22.640,"Chocolate & caramel, medium acidity",
588,598,Fresh Tracks Blend,72,2018-10-25 00:00:08.473,2018-10-25 00:00:10.784,"Dark chocolate notes, Caramel rich body",
589,599,Kapow Blend,72,2018-10-25 00:05:16.046,2018-10-25 00:05:16.835,"Dried apple sweetness, chocolate & nut undertones, Long sweet finish",
